kew_id,taxon_name_binom,authors,Full name,Author,taxon_name_auth,pg_2C,pg_1C,Mbp_2C,Mbp_1C,Mbp_1Cx,Ploidy,Chromosome_number_2n,GC_%,Locality,Latitude,Longitude,Altitude_m,Collector,FCM method,FCM standard,Sample/standard ratio with DAPI (mean),CV (%),sample/standard ratio with PI (mean),CV (%),mean DAPI/PI,CV (%),Data source,from GB material,DB
61206-2,Clinopodium vulgare,L.,Clinopodium vulgare,L.,Clinopodium vulgare L.,0.84,0.42,825.52,412.76,412.76,2,20,40.24990737,"Czech Republic, Moravia, Moravské Bud?jovice (distr. T?ebí?): along the road 270 m SE of Svatý Vít hill","49°04'50""N","15°47'47""E",530,P. Šmarda,lh-1,L.e.,0.449957426,0.986949958,0.486514563,1.770643174,0.924945518,0.795581289,Šmarda et al. 2019,n,Šmarda et al. 2019
30067421-2,Coeloglossum viride,(L.) Hartm.,Coeloglossum viride,(L.) Hartm.,Coeloglossum viride (L.) Hartm.,7.63,3.81,7459.16,3729.58,3729.58,2,40,43.32517459,"Czech Republic, Moravia, Rad?jov (distr. Hodonín): NW part of the ?ertoryje Nature Reserve,  broad-leaved dry grassland","48°51'30""N","17°24'50""E",413,P. Šmarda,lh-3,B.p.,1.972934205,0.024545108,2.414055594,1.386240847,0.817269582,0.017706237,Šmarda et al. 2019,n,Šmarda et al. 2019
533232-1,Colchicum autumnale,L.,Colchicum autumnale,L.,Colchicum autumnale L.,5.96,2.98,5833.47,2916.74,1458.37,4,38,46.70510925,"Czech Republic, Moravia, Otrokovice (distr. Zlín): S-most part of the Na letišti Nature Reserve","49°11'30.368""N","17°31'00.638""E",190,P. Veselý,,P.s.,0.56193511,0.91201358,0.743945503,0.530270216,0.755344455,NA,Veselý et al. 2012,n,Šmarda et al. 2019
486805-1,Colutea arborescens,L.,Colutea arborescens,L.,Colutea arborescens L.,1.18,0.59,1156.67,578.33,578.33,2,16,37.94357184,"Czech Republic, Moravia, Brno-Bohunice (distr. Brno-m?sto): 1.52 km NNE of sv. Jan Nepomucký church in Brno-Starý Lískovec, ruderal vegetation along Studentská street","49°10'46""N","16°34'14""E",277,O. Knápek,lh-1,L.e.,0.708519302,0.249246614,0.681671312,0.667164498,1.039405093,0.426654139,Šmarda et al. 2019,n,Šmarda et al. 2019
63773-2,Comarum palustre,L.,Comarum palustre,L.,Comarum palustre L.,1.13,0.57,1105.4,552.7,276.35,4,28,40.93763543,"Czech Republic, Moravia, Slavonice (distr. Jind?ich?v Hradec): NE shore of the Nadmate?ní rybník pond, 2.03 km NW of sv. Jan K?titel church","49°00'46""N","15°19'32""E",563,P. Veselý,lh-1,L.e.,0.576877704,1.747218081,0.651460718,0.328950084,0.892281287,0.811444203,Šmarda et al. 2019,n,Šmarda et al. 2019
840668-1,Conium maculatum,L.,Conium maculatum,L.,Conium maculatum L.,2.48,1.24,2421.35,1210.67,1210.67,2,22,37.71475445,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 680 m E of the church in the village, ruderal place in a mown grassland","49°19'52""N","16°29'12""E",280,P. Šmarda,lh-1,L.e.,1.499888377,0.789837267,1.427000922,1.522891778,1.051173768,1.028759886,Šmarda et al. 2019,n,Šmarda et al. 2019
60441575-2,Consolida ajacis,(L.) Schur,Consolida ajacis,(L.) Schur,Consolida ajacis (L.) Schur,13.86,6.93,13553.23,6776.61,6776.61,2,16,43.60209264,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,P. Šmarda,lh-3,P.s.,1.563057452,0.389005408,1.728448696,1.463372027,0.904458996,1.693253834,Šmarda et al. 2019,n,Šmarda et al. 2019
533487-1,Convallaria majalis,L.,Convallaria majalis,L.,Convallaria majalis L.,35.4,17.7,34621.23,17310.61,8655.31,4,38,45.16505453,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,,,V.f.,1.1901455,0.734824201,1.487621266,2.262980575,0.80039341,2.988800612,Šmarda et al. 2014,n,Šmarda et al. 2019
265849-1,Convolvulus arvensis,L.,Convolvulus arvensis,L.,Convolvulus arvensis L.,2.66,1.33,2597.24,1298.62,649.31,4,50,38.25199934,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 400 m WNW of the church in the village, mown grassland in front of the main gate","49°15'06""N","16°34'34""E",311,O. Knápek,lh-1,L.e.,1.566841089,1.013486273,1.530663622,1.287600377,1.023659702,0.296954519,Šmarda et al. 2019,n,Šmarda et al. 2019
271612-1,Cornus mas,L.,Cornus mas,L.,Cornus mas L.,5.95,2.97,5814.89,2907.45,2907.45,2,18,40.87493365,"Czech Republic, Moravia, Tišnov (distr. Brno-venkov): Kv?tnice Nature Reserve, along a footpath 270 m SSW of Velká skála hill, SW-facing slope with xerophilous shubs","49°21'09""N","16°25'00""E",340,P. Šmarda,lh-3,B.p.,1.755993871,1.11530882,1.881911842,0.545814906,0.933090399,2.043382853,Šmarda et al. 2019,n,Šmarda et al. 2019
60454743-2,Corydalis solida,(L.) Clairv.,Corydalis solida,(L.) Clairv.,Corydalis solida (L.) Clairv.,1.22,0.61,1190.58,595.29,595.29,2,16,40.33236129,"Czech Republic, Moravia, Rebešovice (distr. Brno-venkov): Dlouhé líchy forest, N of the village","49°06'57.67""N","16°38'01.69""E",190,P. Veselý,,C.a.,1.226989244,0.465154074,1.488353893,0.927823175,0.824393479,NA,Veselý et al. 2012,n,Šmarda et al. 2019
295446-1,Corylus avellana,L.,Corylus avellana,L.,Corylus avellana L.,0.73,0.36,709.49,354.74,354.74,2,22,38.02339144,"Czech Republic, Moravia, Brno-Medlánky (distr. Brno-m?sto): Turistická street, 2.07 km SW of the church in Brno-?e?kovice, roadside shrubs","49°14'31""N","16°33'25""E",275,O. Knápek,lh-1,L.e.,0.432838569,1.201083983,0.418131031,1.907217649,1.03531728,1.39341214,Šmarda et al. 2019,n,Šmarda et al. 2019
396681-1,Corynephorus canescens,(L.) P. Beauv.,Corynephorus canescens,(L.) P. Beauv.,Corynephorus canescens (L.) P. Beauv.,2.47,1.24,2418.61,1209.31,1209.31,2,14,47.30892244,"Czech Republic, Moravia, Bzenec-P?ívoz (distr. Hodonín): Váté písky Nature Reserve, 1.1 km SW of the railway station, sandy steppe dominated by Festuca psammophila subsp. dominii, abundant","48°55'51""N","17°16'38""E",200,P. Šmarda,lh-1,P.s.,0.224576306,0.446308496,0.308446603,1.131696425,0.728173715,1.561444689,Šmarda et al. 2019,n,Šmarda et al. 2019
198376-1,Cota austriaca,(Jacq.) Sch. Bip.,Cota austriaca,(Jacq.) Sch. Bip.,Cota austriaca (Jacq.) Sch. Bip.,7.66,3.83,7487.48,3743.74,3743.74,2,18,39.06894835,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): along the highway, 2 km NNW of the church in the village, W-facing siliceous rocky slope","49°16'08""N","16°34'34""E",310,P. Šmarda,lh-3,B.p.,2.48177347,0.4398711,2.423222791,1.211540254,1.024162317,0.363067672,Šmarda et al. 2019,n,Šmarda et al. 2019
198376-1,Cota austriaca,(Jacq.) Sch. Bip.,Cota austriaca,(Jacq.) Sch. Bip.,Cota austriaca (Jacq.) Sch. Bip.,7.44,3.72,7273.77,3636.88,3636.88,2,18,39.29269463,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 270 m SW of the chapel in the cemetery in ?ížov, fringe of an arable field close to the border crossing","48°52'36""N","15°52'18""E",426,P. Šmarda & O. Knápek,lh-1,B.p.,2.383756504,1.04147287,2.35405668,1.750547275,1.012616444,0.594941299,Šmarda et al. 2019,n,Šmarda et al. 2019
69498-1,Cotinus coggygria,Scop.,Cotinus coggygria,Scop.,Cotinus coggygria Scop.,0.56,0.28,551.06,275.53,275.53,2,30,37.53789606,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,"A. B?ezinová, H. Steigerová",lh-1,C.a.,0.653785231,0.761018282,0.688886652,0.848043184,0.949107171,1.340640672,Šmarda et al. 2019,n,Šmarda et al. 2019
281657-1,Crambe maritima,L.,Crambe maritima,L.,Crambe maritima L.,2.15,1.07,2100.51,1050.26,1050.26,2,30,39.98047273,"Czech Republic, Moravia, Oslavany (distr. Brno-venkov): coal ash mound close to the railway station, ruderal vegetation","49°07'09""N","16°20'55""E",273,"O. Knápek, J. Danihelka & D. Michalcová",lh-3,B.p.,0.664504134,1.308378793,0.679801828,0.876536851,0.977590764,1.961555647,Šmarda et al. 2019,n,Šmarda et al. 2019
723644-1,Crataegus laevigata,(Poir.) DC.,Crataegus laevigata,(Poir.) DC.,Crataegus laevigata (Poir.) DC.,1.34,0.67,1308.1,654.05,654.05,2,34,39.89001032,"Czech Republic, Moravia, Brno-Malom??ice (distr. Brno-m?sto): 780 m SW of the Hády broadcast transmitter, shrubs along the path from Hády street to the limestone quarry","49°13'07""N","16°39'58""E",314,J. Danihelka,lh-3,L.e.,0.726440991,0.221448372,0.770916939,1.746223732,0.94230773,0.126815578,Šmarda et al. 2019,n,Šmarda et al. 2019
723820-1,Crataegus monogyna,Jacq.,Crataegus monogyna,Jacq.,Crataegus monogyna Jacq.,1.4,0.7,1365.37,682.69,682.69,2,34,39.97317698,"Czech Republic, Bohemia, Pardubice-Cihelna (distr. Pardubice): right bank of the Labe river, between an oxbow and the river, 1.05 km NNE of the main church (W of the main square) in the city","50°02'50""N","15°46'59""E",210,J. Danihelka,lh-1,G.m.,0.605337863,0.169431154,0.67230132,0.515984295,0.90039666,0.328364943,Šmarda et al. 2019,n,Šmarda et al. 2019
724131-1,Crataegus rhipidophylla,Gand.,Crataegus rhipidophylla,Gand.,Crataegus rhipidophylla Gand.,2.78,1.39,2720.54,1360.27,680.13,4,68,40.10281815,"Czech Republic, Bohemia, Radostín (distr. Ž?ár nad Sázavou): Padrtiny Nature Reserve, 1.1 km S-SSW of the church in the village, S-facing slope with Bromus erectus grassland","49°38'37""N","15°52'25""E",630,J. Danihelka,lh-3,L.e.,1.494332702,1.515407536,1.603328374,2.26396109,0.932019121,0.669361122,Šmarda et al. 2019,n,Šmarda et al. 2019
199715-1,Crepis biennis,L.,Crepis biennis,L.,Crepis biennis L.,15.48,7.74,15140.55,7570.27,1892.57,8,40,41.15996704,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 660 m W of the church in the village, mown grassland under birch trees","49°15'06""N","16°34'20""E",311,O. Knápek,lh-1,P.s.,1.994614796,1.725247564,1.930880338,1.741935174,1.033057222,1.188536886,Šmarda et al. 2019,n,Šmarda et al. 2019
199753-1,Crepis capillaris,(L.) Wallr.,Crepis capillaris,(L.) Wallr.,Crepis capillaris (L.) Wallr.,3.71,1.86,3628.99,1814.49,1814.49,2,6,40.1435969,"Czech Republic, Bohemia, Hluboká nad Vltavou (distr. ?eské Bud?jovice): fish nurseries in the S part of the town, close to the Podhradský and Munický ponds, a dam between basins nr. 18 and 32, mown ruderal grassland","49°02'43""N","14°25'59""E",375,K. Šumberová,lh-3,G.m.,1.594807304,1.460374215,1.786889983,1.058278215,0.892504474,1.379953016,Šmarda et al. 2019,n,Šmarda et al. 2019
200127-1,Crepis paludosa,(L.) Moench,Crepis paludosa,(L.) Moench,Crepis paludosa (L.) Moench,7.77,3.88,7594.79,3797.4,3797.4,2,12,39.848528,"Czech Republic, Moravia, Horákov (distr. Brno-venkov): ?í?ka brook valley, 100 m E of the Muchova bouda chalet, Alnus glutinosa alluvial forest","49°13'14""N","16°43'08""E",275,P. Šmarda,lh-1,B.p.,2.419253794,1.105441212,2.457952511,1.230420472,0.98425571,0.898425569,Šmarda et al. 2019,n,Šmarda et al. 2019
200166-1,Crepis praemorsa,(L.) Walther,Crepis praemorsa,(L.) Walther,Crepis praemorsa (L.) Walther,9.88,4.94,9667.45,4833.72,4833.72,2,8,41.71070427,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 520 m NE of the border crossing ?ížov-Hardegg, S-facing slope above the road, shrubby dry grassland","48°51'17""N","15°52'08""E",343,P. Šmarda & O. Knápek,lh-1,P.s.,1.236824498,0.273400154,1.232893708,0.726025907,1.003188264,0.376570797,Šmarda et al. 2019,n,Šmarda et al. 2019
200258-1,Crepis setosa,Haller f.,Crepis setosa,Haller f.,Crepis setosa Haller f.,3.14,1.57,3071.13,1535.57,1535.57,2,8,41.08421454,"Czech Republic, Moravia, Brno-Bohunice (distr. Brno-m?sto): 1.42 km NE of sv. Jan Nepomucký church in Brno-Starý Lískovec, mown grassland along Jihlavská street","49°10'22""N","16°35'03""E",273,J. Danihelka,lh-1,G.m.,1.284883192,0.726926625,1.512207513,0.288766034,0.849658671,0.989753426,Šmarda et al. 2019,n,Šmarda et al. 2019
200321-1,Crepis tectorum,L.,Crepis tectorum,L.,Crepis tectorum L.,5.48,2.74,5360.04,2680.02,2680.02,2,8,41.99349008,"Czech Republic, Moravia, Brno-st?ed (distr. Brno-m?sto): main railway station","49°11'24""N","16°36'39""E",205,J. Danihelka & H. Galušková,lh-1,P.s.,0.675396228,0.382156384,0.683567945,0.338813806,0.988048087,0.330904983,Šmarda et al. 2019,n,Šmarda et al. 2019
17070940-1,Cryptogramma crispa,(L.) R. Br. ex Hook.,Cryptogramma crispa,(L.) R. Br. ex Hook.,Cryptogramma crispa (L.) R. Br. ex Hook.,20.18,10.09,19736.34,9868.17,4934.08,4,120,46.97657855,"Czech Republic, Bohemia, Krkonoše Mts., Pec pod Sn?žkou (distr. Trutnov): tourist road ca 1 km SSW of Sn?žka Mt., fissure in a stone wall","50°43'45""N","15°43'59""E",1120,"P. Šmarda, O. Knápek, V. Grulich",lh-1,V.f.,0.609601204,1.279168731,0.848040272,1.542976563,0.718835206,0.829026676,Šmarda et al. 2019,n,Šmarda et al. 2019
72786-2,Cuscuta campestris,Yunck.,Cuscuta campestris,Yunck.,Cuscuta campestris Yunck.,1.1,0.55,1071.14,535.57,133.89,8,56,39.58342077,"Czech Republic, Moravia, Hn?vošice (distr. Opava): 300 m NW of sv. Petra a Pavla (woody) church, edge of an unpaved road, growing on Polygonum aviculare s.l.","50°00'28.524""N","18°00'23.400""E",280,O. Škrabal,lh-17,B.p.,0.345754072,1.260560385,0.346660648,2.474669159,0.99772527,2.129533811,Šmarda et al. 2019r36,n,Šmarda et al. 2019
267419-1,Cuscuta epithymum,(L.) L.,Cuscuta epithymum,(L.) L.,Cuscuta epithymum (L.) L.,1.95,0.98,1911.6,955.8,955.8,2,14,39.29102822,"Czech Republic, Moravia, Velká nad Veli?kou (distr. Hodonín): 610 m NE of the church in the village, Zahrady pod Hájem Nature Reserve, dry grassland","48°52'58""N","17°31'47""E",355,P. Šmarda,lh-3,B.p.,0.626522242,0.763029029,0.618663874,1.069665719,1.012702161,0.713334096,Šmarda et al. 2019,n,Šmarda et al. 2019
397065-1,Cynodon dactylon,(L.) Pers.,Cynodon dactylon,(L.) Pers.,Cynodon dactylon (L.) Pers.,2.02,1.01,1980.39,990.19,495.1,4,36,45.25385649,"Czech Republic, Moravia, B?eclav (distr. B?eclav): N part of the 28. ?íjna town park, in front of the railway station, mown dry ruderal grassland","48°45'17""N","16°53'32""E",160,K. Šumberová,lh-3,O.s.,2.317314778,0.549332478,2.546661188,0.618450934,0.909942315,0.888239387,Šmarda et al. 2019,n,Šmarda et al. 2019
115233-1,Cynoglossum officinale,L.,Cynoglossum officinale,L.,Cynoglossum officinale L.,1.65,0.83,1613.94,806.97,806.97,2,24,40.14267955,"Czech Republic, Moravia, Letonice (distr. Vyškov): 2.7 km ENE of the church in Dražovice, steppe grassland","49°11'52""N","16°58'36""E",360,O. Knápek,lh-3,O.s.,2.499890054,0.969271164,2.075436461,2.298678832,1.20451293,0.421664458,Šmarda et al. 2019,n,Šmarda et al. 2019
397168-1,Cynosurus cristatus,L.,Cynosurus cristatus,L.,Cynosurus cristatus L.,5.38,2.69,5257.44,2628.72,2628.72,2,14,45.64376816,"Czech Republic, Moravia, Javorník (distr. Hodonín): 720 m S of the church in the village, meadow","48°51'14.58""N","17°32'06.03""E",380,K. Fajmon,,P.s.,0.539442094,0.586278911,0.670484142,0.789447424,0.804556081,NA,Šmarda et al. 2008,n,Šmarda et al. 2019
330929-2,Cyperus fuscus,L.,Cyperus fuscus,L.,Cyperus fuscus L.,0.5,0.25,489.89,244.94,244.94,2,72,37.64478287,"Czech Republic, Moravia, Novosedly (distr. B?eclav): Slanisko Novosedly Nature Reserve, 410 m NE of the church in the village, halophilous vegetation in moist depressions","48°50'21""N","16°29'49""E",175,P. Šmarda & O. Knápek,lh-1,C.a.,0.577483633,1.878149196,0.61241211,3.63343188,0.944153966,4.85300167,Šmarda et al. 2019,n,Šmarda et al. 2019
320700-2,Cypripedium calceolus,L.,Cypripedium calceolus,L.,Cypripedium calceolus L.,72.65,36.33,71054.64,35527.32,35527.32,2,20,44.08087403,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 2.3 km S of the chapel in the village, forest clearing above the Dyje river","48°51'23""N","15°52'17""E",320,"V. Grulich, P. Šmarda & O. Knápek",lh-5,V.f.,2.60016776,0.810889806,3.053109286,1.426145826,0.851714396,1.018428721,Šmarda et al. 2019,n,Šmarda et al. 2019
30013429-2,Cystopteris fragilis,(L.) Bernh.,Cystopteris fragilis,(L.) Bernh.,Cystopteris fragilis (L.) Bernh.,13.08,6.54,12791.26,6395.63,3197.82,4,168,44.57158052,"Czech Republic, Bohemia, ?achnov (distr. Chrudim): 1.1 km SSE of the railway station, wall of the small chateau in the village","49°44'37""N","16°03'56""E",655,P. Bureš ,lh-1,P.s.,1.396630694,0.387073205,1.631275205,1.133449372,0.856158844,,Šmarda et al. 2019,n,Šmarda et al. 2019
489855-1,Cytisus nigricans,L.,Cytisus nigricans,L.,Cytisus nigricans L.,1.8,0.9,1755.99,878,439,4,48,37.56972636,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): 1.7 km WNW of the church in the village, mossy forest fringe","49°15'22""N","16°33'30""E",330,O. Knápek,lh-1,B.p.,0.627089366,0.367754999,0.568303607,0.412005441,1.103442249,0.076196215,Šmarda et al. 2019,n,Šmarda et al. 2019
397309-1,Dactylis glomerata,L.,Dactylis glomerata,L.,Dactylis glomerata L.,7.81,3.9,7637.28,3818.64,1909.32,4,28,45.43288035,"Czech Republic, Moravia, Brno-Líše? (distr. Brno-m?sto): N part of the municipality, N periphery of the Velká Klajdovka Nature Reserve, 260 m WNW of the Velká Klajdovka hotel, oak forest","49°13'05.05""N","16°40'38.7""E",390,P. Šmarda,lh-1,B.p.,1.791452967,2.50776223,2.471701997,2.097767669,0.724748193,0.690448793,Šmarda et al. 2019,n,Šmarda et al. 2019
397362-1,Dactylis polygama,Horv.,Dactylis polygama,Horv.,Dactylis polygama Horv.,4.04,2.02,3948.69,1974.35,1974.35,2,14,45.54500839,"Czech Republic, Moravia, Kanice (distr. Brno-venkov): S-most part of the Hádecká planinka Nature Reserve, along a foot path 0.2-0.3 km NW of the Velká Klajdovka hotel, oak-hornbeam forest, common","49°13'06""N","16°40'41""E",393,P. Šmarda,lh-1,B.p.,0.92007682,0.317276364,1.277941115,0.839036495,0.720009543,1.058662782,Šmarda et al. 2019,n,Šmarda et al. 2019
626606-1,Dactylorhiza fuchsii,(Druce) Soó,Dactylorhiza fuchsii,(Druce) Soó,Dactylorhiza fuchsii (Druce) Soó,10.83,5.42,10595.65,5297.83,5297.83,2,40,44.85295214,"Czech Republic, Silesia, Vrbno pod Prad?dem (distr. Bruntál): Karlovice-sever Nature Reserve, 1.33 km SW of the railway station, grassy fringe of a forest road","50°07'26""N","17°24'31""E",682,V. Grulich & O. Knápek,"lh-6, measured from immature ovaria",V.f.,0.37103076,0.235580468,0.455278987,0.757834113,0.814974038,0.522631217,Šmarda et al. 2019,n,Šmarda et al. 2019
626620-1,Dactylorhiza incarnata,(L.) Soó,Dactylorhiza incarnata,(L.) Soó,Dactylorhiza incarnata (L.) Soó,6.59,3.3,6447.97,3223.98,3223.98,2,40,43.7904459,"Czech Republic, Bohemia, Velim (distr. Kolín): V Jezírkách Nature Reserve, 1.9 km NNW of the railway station, wet meadow","50°04'59.1""N","15°06'45.4""E",189,O. Knápek & P. Šmarda,lh-7,B.p.,1.661665305,0.871284393,2.086797207,0.934896611,0.796281548,0.336535797,Šmarda et al. 2019,n,Šmarda et al. 2019
397531-1,Danthonia decumbens,(L.) DC.,Danthonia decumbens,(L.) DC.,Danthonia decumbens (L.) DC.,3.97,1.98,3878.88,1939.44,969.72,4,36,47.60075777,"Czech Republic, Bohemia, Krkonoše Mts., Žaclé? (distr. Trutnov): Rýchorský dv?r site, calcareous fen (plant from the living collection of endangered plants, KRNAP in Vrchlabí) ",,,,L. Har?ariková,lh-1,B.p.,0.789880038,1.633256573,1.255345673,1.08847823,0.636396411,1.066581431,Šmarda et al. 2019,n,Šmarda et al. 2019
831294-1,Daphne mezereum,L.,Daphne mezereum,L.,Daphne mezereum L.,5.51,2.75,5387.12,2693.56,2693.56,2,18,41.77438896,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,A. B?ezinová,lh-1,P.s.,0.686850448,0.073333591,0.687021541,0.476435834,0.999766991,0.509324312,Šmarda et al. 2019,n,Šmarda et al. 2019
314738-2,Datura stramonium,L.,Datura stramonium,L.,Datura stramonium L.,3.89,1.95,3806.69,1903.34,1903.34,2,24,42.3590858,"Czech Republic, Moravia, Brno-Žabov?esky (distr. Brno-m?sto): weed in a private garden at Sirotkova street","49°12'39.333""N","16°34'46.775""E",250,P. Veselý,,P.s.,0.470259385,0.426073372,0.485468173,0.482300093,0.968671915,NA,Veselý et al. 2013,n,Šmarda et al. 2019
841063-1,Daucus carota,L.,Daucus carota,L.,Daucus carota L.,0.92,0.46,903.01,451.5,451.5,2,18,37.90457143,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 650 m W of the church in the village, mesophilous grassland","49°15'03""N","16°34'22""E",311,O. Knápek,lh-1,L.e.,0.554164963,0.700840792,0.532180929,1.526018266,1.041405722,0.972653153,Šmarda et al. 2019,n,Šmarda et al. 2019
397953-1,Deschampsia cespitosa,(L.) P. Beauv.,Deschampsia cespitosa,(L.) P. Beauv.,Deschampsia cespitosa (L.) P. Beauv.,8.77,4.39,8577.4,4288.7,2144.35,4,26,46.85585864,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,P. Šmarda,lh-1,L.e.,3.229768593,0.467534803,5.055024342,1.154528637,0.638958529,0.757897474,Šmarda et al. 2019,n,Šmarda et al. 2019
310755-2,Dianthus armeria,L.,Dianthus armeria,L.,Dianthus armeria L.,0.92,0.46,900.73,450.36,450.36,2,30,39.14620046,"Czech Republic, Moravia, Jina?ovice (distr. Brno-venkov): along the forest road 0.5 km S(-SE) of Velká Baba hill, acidophilous oak forest","49°15'27""N","16°33'10""E",395,P. Šmarda,lh-2,O.s.,1.468171908,0.148486231,1.158281318,0.375238159,1.267550675,0.228304129,Šmarda et al. 2019,n,Šmarda et al. 2019
302054-2,Dianthus deltoides,L.,Dianthus deltoides,L.,Dianthus deltoides L.,1.01,0.51,990.05,495.03,495.03,2,30,39.19957819,"Czech Republic, Moravia, Kanice (distr. Brno-venkov): Hádecká planinka Nature Reserve, dry grassland on limestone","49°13'11.322""N","16°40'29.176""E",410,P. Šmarda,lh-1,O.s.,1.609299698,1.764306606,1.273152948,2.019657419,1.26412754,1.060435541,Šmarda et al. 2019,n,Šmarda et al. 2019
153408-1,Dianthus gratianopolitanus,Vill.,Dianthus gratianopolitanus,Vill.,Dianthus gratianopolitanus Vill.,3.17,1.58,3096.45,1548.23,516.08,6,90,38.89651127,"Czech Republic, Bohemia, Bezd?z (distr. ?eská Lípa): 20 m SW of the lower castle tower, volcanic rocks","50°32'18""N","14°43'07""E",551,V. Grulich & O. Knápek,lh-1,G.m.,1.450233018,0.419277567,1.524675137,1.770055849,0.951175095,0.236872507,Šmarda et al. 2019,n,Šmarda et al. 2019
802077-1,Digitalis purpurea,L.,Digitalis purpurea,L.,Digitalis purpurea L.,1.74,0.87,1701.35,850.68,850.68,2,56,41.3123032,"Czech Republic, Silesia, Vidly (distr. Jeseník): 120 m NE of the chapel in the village, steep bank of the ?esnekový potok brook","50°06'19""N","17°16'06""E",775,O. Knápek,lh-3,G.m.,0.70319279,0.495434065,0.837734514,1.23978285,0.839451278,0.778731838,Šmarda et al. 2019,n,Šmarda et al. 2019
1028648-2,Diplotaxis tenuifolia,(L.) DC.,Diplotaxis tenuifolia,(L.) DC.,Diplotaxis tenuifolia (L.) DC.,1.52,0.76,1490.25,745.13,745.13,2,22,41.44016927,"Czech Republic, Moravia, B?eclav (distr. B?eclav): park in the surrounding of sv. Cyril a Metod?j cahpel, in front of the main railway station, mown dry ruderal grassland","48°45'16""N","16°53'32""E",160,K. Šumberová,lh-3,O.s.,2.156267489,0.544865312,1.916377502,1.332579356,1.125178879,0.408880199,Šmarda et al. 2019,n,Šmarda et al. 2019
319260-1,Dipsacus fullonum,L.,Dipsacus fullonum,L.,Dipsacus fullonum L.,5.63,2.81,5503.29,2751.64,2751.64,2,18,37.74193967,"Czech Republic, Moravia, Velká nad Veli?kou (distr. Hodonín): 560 m ENE of the church in the village, Zahrady pod Hájem Nature Reserve, fallow field","48°52'55""N","17°31'46""E",354,P. Šmarda,lh-3,B.p.,1.948780094,0.413185078,1.781064291,1.011365275,1.094166058,0.408541887,Šmarda et al. 2019,n,Šmarda et al. 2019
319272-1,Dipsacus laciniatus,L.,Dipsacus laciniatus,L.,Dipsacus laciniatus L.,5.97,2.98,5834.57,2917.29,2917.29,2,18,38.11725279,"Czech Republic, Moravia, Brno-Bohunice (distr. Brno-m?sto): ruderal place between Netroufalky, Petra K?ivky and Bítešská streets","49°10'42""N","16°33'55""E",276,J. Danihelka,lh-3,P.s.,0.89834315,0.716383036,0.744085742,1.096588028,1.2072,0.845800108,Šmarda et al. 2019,n,Šmarda et al. 2019
329151-2,Doronicum columnae,Ten.,Doronicum columnae,Ten.,Doronicum columnae Ten.,5.1,2.55,4986.23,2493.11,2493.11,2,60,39.82236854,"Greece, North Pindus Mts., Vikos-Aoos National Park, Monodendri: 2 km NW of the village, limestone rock above a mountain pasture (planted in the experimental garden of the Department of Botany and Zoology, Masaryk University)","39°53'47.066""N","20°44'21.927""E",1300,P. Veselý,lh-3,P.s.,0.704339813,2.243462285,0.635895616,2.471560867,1.107708664,0.819149675,Šmarda et al. 2019,n,Šmarda et al. 2019
321780-1,Drosera anglica,Huds.,Drosera anglica,Huds.,Drosera anglica Huds.,4.82,2.41,4714.83,2357.42,1178.71,4,40,44.24522885,Cultivated plant of unknown origin,,,,A. Veleba,,B.p.,1.18420829,,1.525892371,0.92806826,0.776075897,1.963721075,Veleba et al. 2017,n,Šmarda et al. 2019
84157-2,Drosera intermedia,Hayne,Drosera intermedia,Hayne,Drosera intermedia Hayne,2.57,1.29,2516.34,1258.17,1258.17,2,20,42.52692605,Cultivated plant of unknown origin,,,,A. Veleba,,L.e.,1.215120678,,1.482987523,1.837858295,0.8193735,1.22375264,Veleba et al. 2017,n,Šmarda et al. 2019
319182-2,Drosera rotundifolia,L.,Drosera rotundifolia,L.,Drosera rotundifolia L.,2.38,1.19,2331.22,1165.61,1165.61,2,20,44.53437962,Cultivated plant of unknown origin,,,,A. Veleba,,C.a.,1.910584551,,2.914281363,0.837024457,0.655593717,2.530253222,Veleba et al. 2017,n,Šmarda et al. 2019
