kew_id,Number,PrimeValue,EntryNumberQualifier,taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,AcceptedPloidyLevel,PloidyFootnoteID,PublishedChromosomeNumber,AcceptedChromosomeNumber,ChromosomeFootnoteID,Lifecycle,NewAPGFamily,Order,HigherGroup,EstimationMethod,Standard species,Reference,Highest level,Peridophyte Group,from GB material,DB
636509-1,634,TRUE,a,Gymnadenia conopsea (L.) R. Br.,Gymnadenia conopsea,(L.) R. Br.,Gymnadenia conopsea,11.01,5.505,5394.9,2697.45,,,p,,,n,P,Orchidaceae,Asparagales,M,FC:PI,Triticum aestivum cv. 'Chinese Spring',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
17112110-1,18,,,Gymnocarpium dryopteris (L.) Newman,Gymnocarpium dryopteris,(L.) Newman,Gymnocarpium dryopteris,15.02,7.51,7354.9,3677.45,4,4,z,160,160,o,,Cystopteridaceae,,,FC:PI,H,"Bainard J, Henry T, Bainard L, Newmaster S. 2011. DNA content variation in monilophytes and lycophytes: large genomes that are not endopolyploid. Chromosome Research 19: 763-775",Peridophyte,Ferns,n,C-ValueDB
17112130-1,6,,,Gymnocarpium robertianum (Hoffm.) Newman,Gymnocarpium robertianum,(Hoffm.) Newman,Gymnocarpium robertianum,11.78,5.89,5772.2,2886.1,,,#,-,,#,,Cystopteridaceae,,,Fe,B,Greilhuber J. 1988. 'Self-tanning' - a new and important source of stoichiometric error in cytophotometric determination of nuclear DNA content in plants. Plant Systematics and Evolution 158: 87-96.,Peridophyte,Ferns,n,C-ValueDB
90679-1,429,TRUE,a,Hedera colchica (K. Koch) K. Koch,Hedera colchica,(K. Koch) K. Koch,Hedera colchica,10.9,5.45,5341,2670.5,8,8,,192,192,,P,Araliaceae,Apiales,E,FC:PI,Glycine max cv. 'Ceresia'  with a value of 4.51,"Obermayer R, Greilhuber J. 1999. Genome size in Chinese soybean accessions - stable or variable? Annals of Botany 84: 259 - 262.",Angiosperm,,n,C-ValueDB
90723-1,256,TRUE,a!,Hedera helix L.,Hedera helix,L.,Hedera helix,3,1.5,1470,735,4,4,,48,48,,P,Araliaceae,Apiales,E,Fe,Allium cepa cv. 'Centennial',"König C, Ebert I, Greilhuber J. 1987. A DNA cytophotometric and chromosome banding study in Hedera helix (Araliaceae), with reference to differential DNA replication associated with juvenile-adult phase change. Genome 29: 498-503.",Angiosperm,,n,C-ValueDB
77176743-1,466,TRUE,a,Hedera hibernica (G. Kirchn.) Bean,Hedera hibernica,(G. Kirchn.) Bean,Hedera hibernica,6,3,2940,1470,,,p,-,,n,P,Araliaceae,Apiales,E,FC:PI,Agave americana,"Zonneveld BJM, Leitch IJ, Bennett MD. 2005. First nuclear DNA amounts in more than 300 angiosperms. Annals of Botany 96: 229-244",Angiosperm,,n,C-ValueDB
169032-1,158,TRUE,a,Helianthemum nummularium (L.) Mill.,Helianthemum nummularium,(L.) Mill.,Helianthemum nummularium,4.4,2.2,2156,1078,4,4,,20,20,,P,Cistaceae,Malvales,E,Fe,Pisum sativum cv. 'Minerva Maple',"Mowforth MA.1986.  Variation in nuclear DNA amounts in flowering plants:  an ecological analysis. PhD. Thesis, University of Sheffield.  Specific reference for Poa annua in Mowforth MA and Grime JP.  1989.  Intra-Population Variation in Nuclear DNA Amount",Angiosperm,,y,C-ValueDB
329252-2,783,TRUE,a,Helianthus tuberosus L.,Helianthus tuberosus,L.,Helianthus tuberosus,22.65,11.325,11098.5,5549.25,,,p,102,102,,,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
212898-1,783,TRUE,a,Helichrysum italicum (Roth.) G. Don.,Helichrysum italicum,(Roth.) G. Don.,Helichrysum italicum,3.32,1.66,1626.8,813.4,,,p,28,28,o,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
711295-1,803,TRUE,a,Helleborus argutifolius Viv.,Helleborus argutifolius,Viv.,Helleborus argutifolius,18.3,9.15,8967,4483.5,,,p,32,32,,P,Ranunculaceae,Ranunculales,E,FC:PI,Secale cereale subsp. cereale,"Meiners J, Debener T, Schweizer G, Winkelmann T. 2011.  Analysis of the taxonomic subdivision within the genus Helleborus by nuclear DNA content and genome-wide DNA markers. Scientia Horticulturae 128: 38-47.",Angiosperm,,n,C-ValueDB
711295-1,383,TRUE,a,Helleborus argutifolius Viv.,Helleborus argutifolius,Viv.,Helleborus argutifolius,18.9,9.45,9261,4630.5,2,2,,32,32,,P,Ranunculaceae,Ranunculales,E,FC:PI,Agave americana,Zonneveld BJM. 2001. Nuclear DNA contents of all species of Helleborus (Ranunculaceae) discriminate between species and sectional divisions. Plant Systematics and Evolution 229: 125-130.,Angiosperm,,n,C-ValueDB
711317-1,803,TRUE,a,Helleborus foetidus L.,Helleborus foetidus,L.,Helleborus foetidus,22,11,10780,5390,,,p,32,32,,P,Ranunculaceae,Ranunculales,E,FC:PI,Secale cereale subsp. cereale,"Meiners J, Debener T, Schweizer G, Winkelmann T. 2011.  Analysis of the taxonomic subdivision within the genus Helleborus by nuclear DNA content and genome-wide DNA markers. Scientia Horticulturae 128: 38-47.",Angiosperm,,n,C-ValueDB
711386-1,803,TRUE,a,Helleborus viridis L.,Helleborus viridis,L.,Helleborus viridis,28.7,14.35,14063,7031.5,,,p,,,n,P,Ranunculaceae,Ranunculales,E,FC:PI,Secale cereale subsp. cereale,"Meiners J, Debener T, Schweizer G, Winkelmann T. 2011.  Analysis of the taxonomic subdivision within the genus Helleborus by nuclear DNA content and genome-wide DNA markers. Scientia Horticulturae 128: 38-47.",Angiosperm,,n,C-ValueDB
536346-1,829,TRUE,a,Hemerocallis lilioasphodelus L.,Hemerocallis lilioasphodelus,L.,Hemerocallis lilioasphodelus,7.784693878,3.892346939,3814.5,1907.25,2,2,z,22,22,o,P,Asphodelaceae,Asparagales,M,FC:PI,Vicia faba cv. 'Inovec',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
843179-1,634,TRUE,a,Heracleum sphondylium L.,Heracleum sphondylium,L.,Heracleum sphondylium,4.37,2.185,2141.3,1070.65,2,2,,22,22,,P,Apiaceae,Apiales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
434799-1,465,TRUE,a,Herniaria glabra L.,Herniaria glabra,L.,Herniaria glabra,1.05,0.525,514.5,257.25,2,2,,18,18,,AP,Caryophyllaceae,Caryophyllales,E,Fe,Vigna radiata cv. 'Berken',"Hanson L, Leitch IJ, Bennett MD. Unpublished data from the Jodrell Laboratory, Royal Botanic Gardens, Kew",Angiosperm,,n,C-ValueDB
285087-1,630,TRUE,a,Hesperis matronalis L.,Hesperis matronalis,L.,Hesperis matronalis,7.6,3.8,3724,1862,4,4,,,,n,P,Brassicaceae,Brassicales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
214622-1,641,TRUE,a2,Hieracium alpinum L.,Hieracium alpinum,L.,Hieracium alpinum,7.9,3.95,3871,1935.5,2,2,,18,18,,P,Asteraceae,Asterales,E,FC:PI,Zea mays cv. CE-777,"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
214622-1,753,TRUE,a2,Hieracium alpinum L.,Hieracium alpinum,L.,Hieracium alpinum,7.56,3.78,3704.4,1852.2,2,2,,18,18,,P,Asteraceae,Asterales,E,FC:PI,Zea mays cv. CE-777,"Mráz P, Chrtek J, Singliarova B. 2009.  Geographical parthenogenesis, genome size variation and pollen production in the arctic-alpine species Hieracium alpinum. Botanica Helvetica 119: 41-51.",Angiosperm,,n,C-ValueDB
214716-1,641,TRUE,a3,Hieracium amplexicaule L.,Hieracium amplexicaule,L.,Hieracium amplexicaule,10.8,5.4,5292,2646,3,3,,27,27,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
214716-1,641,TRUE,a4,Hieracium amplexicaule L.,Hieracium amplexicaule,L.,Hieracium amplexicaule,14.66,7.33,7183.4,3591.7,4,4,,36,36,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
221711-1,641,TRUE,a2,Hieracium prenanthoides Vill.,Hieracium prenanthoides,Vill.,Hieracium prenanthoides,7.29,3.645,3572.1,1786.05,2,2,,18,18,,P,Asteraceae,Asterales,E,FC:PI,Zea mays cv. CE-777,"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
221711-1,641,TRUE,a3,Hieracium prenanthoides Vill.,Hieracium prenanthoides,Vill.,Hieracium prenanthoides,11.41,5.705,5590.9,2795.45,3,3,,27,27,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
222584-1,641,TRUE,a,Hieracium sabaudum L.,Hieracium sabaudum,L.,Hieracium sabaudum,12.65,6.325,6198.5,3099.25,3,3,,27,27,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
224435-1,641,TRUE,a,Hieracium umbellatum L.,Hieracium umbellatum,L.,Hieracium umbellatum,8.54,4.27,4184.6,2092.3,2,2,,18,18,,P,Asteraceae,Asterales,E,FC:PI,Zea mays cv. CE-777,"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
224672-1,641,TRUE,a3,Hieracium villosum Jacq.,Hieracium villosum,Jacq.,Hieracium villosum,11.6,5.8,5684,2842,3,3,,27,27,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
224672-1,641,TRUE,a4,Hieracium villosum Jacq.,Hieracium villosum,Jacq.,Hieracium villosum,15.71,7.855,7697.9,3848.95,4,4,,36,36,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Chrtek J Jr, Zahradnicek J, Krak K, Fehrer J. 2009. Genome size in Hieracium subgenus Hieracium (Asteraceae) is strongly correlated with major phylogenetic groups. Annals of Botany 104: 161-178.",Angiosperm,,n,C-ValueDB
498352-1,628,TRUE,a!,Hippocrepis comosa L.,Hippocrepis comosa,L.,Hippocrepis comosa,3.806122449,1.903061224,1865,932.5,,,p,28,28,,P,Fabaceae,Fabales,E,Fe,Pisum sativum cv. 'Kleine Rheinländerin',"Vidic T, Greilhuber J, Vilhar B, Dermastia M. 2009. Selective significance of genome size in a plant community with heavy metal pollution. Ecological Applications 19: 1515-1521.",Angiosperm,,n,C-ValueDB
285350-1,599,TRUE,a,Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia incana,(L.) Lagr.-Foss.,Hirschfeldia incana,1.04,0.52,509.6,254.8,2,2,,16,16,,,Brassicaceae,Brassicales,E,FC:PI,Glycine max cv. 'Cina 5202',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
405034-1,110,TRUE,a,Holcus lanatus L.,Holcus lanatus,L.,Holcus lanatus,3.4,1.7,1666,833,2,2,,14,14,,P,Poaceae,Poales,M,Fe,Secale cereale cv. 'Petkus Spring',"Grime JP, Mowforth MA. 1982. Variation in genome size - an ecological interpretation. Nature 299: 151-153.",Angiosperm,,y,C-ValueDB
123530-2,290,TRUE,a4*,Holcus mollis L.,Holcus mollis,L.,Holcus mollis,5.55,2.775,2719.5,1359.75,4,4,z,28,28,o,P,Poaceae,Poales,M,FC:?,Gallus,"Marie D, Brown SC. 1993. A cytometric exercise in plant DNA histograms, with 2C values for 70 species. Biological Cell 78: 41-51.",Angiosperm,,n,C-ValueDB
123530-2,290,TRUE,a5,Holcus mollis L.,Holcus mollis,L.,Holcus mollis,8.18,4.09,4008.2,2004.1,5,5,z,35,35,o,P,Poaceae,Poales,M,FC:?,Gallus,"Marie D, Brown SC. 1993. A cytometric exercise in plant DNA histograms, with 2C values for 70 species. Biological Cell 78: 41-51.",Angiosperm,,n,C-ValueDB
225016-1,783,TRUE,a,Homogyne alpina (L.) Cass.,Homogyne alpina,(L.) Cass.,Homogyne alpina,13.67,6.835,6698.3,3349.15,,,p,"120,130,140,160",,o,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
154821-1,684,TRUE,a,Honckenya peploides (L.) Ehrh.,Honckenya peploides,(L.) Ehrh.,Honckenya peploides,8.66,4.33,4243.4,2121.7,,,p,68,68,o,P,Caryophyllaceae,Caryophyllales,E,FC:PI,Lactuca sativa cv. 'Iceberg',"Kapralov MV, Stift M, Filatov DA. 2009. Evolution of genome size in Hawaiian endemic genus Schiedea (Caryophyllaceae). Tropical Plant Biology 2: 77-83.",Angiosperm,,n,C-ValueDB
405230-1,50,TRUE,a2*,Hordeum geniculatum All.,Hordeum geniculatum,All.,Hordeum geniculatum,10.8,5.4,5292,2646,2,2,,14,14,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
405230-1,50,TRUE,a4,Hordeum geniculatum All.,Hordeum geniculatum,All.,Hordeum geniculatum,21.6,10.8,10584,5292,4,4,,28,28,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
30066468-2,50,TRUE,a2,Hordeum marinum Huds.,Hordeum marinum,Huds.,Hordeum marinum,11,5.5,5390,2695,2,2,,14,14,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
405301-1,50,TRUE,a2*,Hordeum murinum L.,Hordeum murinum,L.,Hordeum murinum,11,5.5,5390,2695,2,2,,14,14,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
405301-1,50,TRUE,a4,Hordeum murinum L.,Hordeum murinum,L.,Hordeum murinum,22.2,11.1,10878,5439,4,4,,28,28,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
405352-1,50,TRUE,a,Hordeum secalinum Schreb.,Hordeum secalinum,Schreb.,Hordeum secalinum,22.4,11.2,10976,5488,4,4,,28,28,,P,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB. 1971. The 4C nuclear DNA content of several Hordeum genotypes. Canadian Journal of Genetics and Cytology 13: 607-611.",Angiosperm,,n,C-ValueDB
405391-1,776,TRUE,a4,Hordeum vulgare L.,Hordeum vulgare,L.,Hordeum vulgare,18.31,9.155,8971.9,4485.95,4,4,,28,28,,P,Poaceae,Poales,M,FC:PI,Artemisia arborescens 'Crete',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
285375-1,599,TRUE,a,Hornungia petraea (L.) Rchb.,Hornungia petraea,(L.) Rchb.,Hornungia petraea,0.34,0.17,166.6,83.3,2,2,,12,12,,,Brassicaceae,Brassicales,E,FC:PI,Raphanus sativus cv. 'Voran',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
431799-1,829,TRUE,a,Hydrocharis morsus-ranae L.,Hydrocharis morsus-ranae,L.,Hydrocharis morsus-ranae,3.379591837,1.689795918,1656,828,4,4,z,28,28,o,P,Hydrocharitaceae,Alismatales,M,FC:PI,Sisyrinchium bermudiana,"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
843768-1,154,TRUE,a,Hydrocotyle vulgaris L.,Hydrocotyle vulgaris,L.,Hydrocotyle vulgaris,2,1,980,490,,,p,96?,,o,P,Araliaceae,Apiales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
815932-1,156,TRUE,a,Hyoscyamus niger L.,Hyoscyamus niger,L.,Hyoscyamus niger,2.4,1.2,1176,588,2,2,z,34,34,o,A-B,Solanaceae,Solanales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1983 Relationship between 2C DNA content, life-cycle, systematic position of DNA endoreplication dynamics in parenchyma nuclei during growth & differentiation of roots in dicot herbaceous sp. Biochem Physiol  Pflanzen 178: 581-599",Angiosperm,,n,C-ValueDB
433492-1,465,TRUE,a,Hypericum hirsutum L.,Hypericum hirsutum,L.,Hypericum hirsutum,0.3,0.15,147,73.5,,,p,-,,n,P,Hypericaceae,Malpighiales,E,Fe,Vigna radiata cv. 'Berken',"Hanson L, Leitch IJ, Bennett MD. Unpublished data from the Jodrell Laboratory, Royal Botanic Gardens, Kew",Angiosperm,,n,C-ValueDB
433719-1,776,TRUE,a2,Hypericum perforatum L.,Hypericum perforatum,L.,Hypericum perforatum,0.78,0.39,382.2,191.1,2,2,,16,16,,P,Hypericaceae,Malpighiales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
433719-1,627,TRUE,a4,Hypericum perforatum L.,Hypericum perforatum,L.,Hypericum perforatum,1.566,0.783,767.34,383.67,4,4,,32,32,o,P,Hypericaceae,Malpighiales,E,FC:PI,Standards listed in paper - but does not say which standards were used for which plant.,"Temsch EM, Temsch W, Ehrendorfer-Schratt L, Greilhuber J. 2010. Heavy metal pollution, selection, and genome size: The species of the Žerjav study revisited with flow cytometry. Journal of Botany 2010:  596542",Angiosperm,,n,C-ValueDB
225504-1,666,TRUE,a,Hypochaeris glabra L.,Hypochaeris glabra,L.,Hypochaeris glabra,3.13,1.565,1533.7,766.85,2,2,,10,10,,,Asteraceae,Asterales,E,FC:EB,Petunia hybrida cv. 'PxPc6',"Cerbah M, Coulaud J, Brown SC, Siljak-Yakovlev S. 1999. Evolutionary DNA variation in the genus Hypochaeris. Heredity 82: 261-266.",Angiosperm,,n,C-ValueDB
225539-1,280,TRUE,a,Hypochaeris maculata L.,Hypochaeris maculata,L.,Hypochaeris maculata,7.4,3.7,3626,1813,2,2,,10,10,,P,Asteraceae,Asterales,E,FC:EB,Petunia hybrida cultivar unclear,"Cerbah M, Couland J, Godelle B, Siljak-Yakovlev S. 1995. Genome size, fluorochrome banding and karyotype evolution in some Hypochoeris species. Genome 38: 689-695.",Angiosperm,,n,C-ValueDB
225575-1,666,TRUE,a,Hypochaeris radicata L.,Hypochaeris radicata,L.,Hypochaeris radicata,2.68,1.34,1313.2,656.6,2,2,,8,8,,P,Asteraceae,Asterales,E,FC:EB,Petunia hybrida cv. 'PxPc6',"Cerbah M, Coulaud J, Brown SC, Siljak-Yakovlev S. 1999. Evolutionary DNA variation in the genus Hypochaeris. Heredity 82: 261-266.",Angiosperm,,n,C-ValueDB
127231-2,156,TRUE,a,Hyssopus officinalis L.,Hyssopus officinalis,L.,Hyssopus officinalis,1,0.5,490,245,2,2,z,12,12,o,P,Lamiaceae,Lamiales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1983 Relationship between 2C DNA content, life-cycle, systematic position of DNA endoreplication dynamics in parenchyma nuclei during growth & differentiation of roots in dicot herbaceous sp. Biochem Physiol  Pflanzen 178: 581-599",Angiosperm,,n,C-ValueDB
324670-2,599,TRUE,a,Iberis sempervirens L.,Iberis sempervirens,L.,Iberis sempervirens,1.12,0.56,548.8,274.4,,,p,22,22,o,,Brassicaceae,Brassicales,E,FC:PI,Glycine max cv. 'Cina 5202',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
83051-1,158,TRUE,a,Ilex aquifolium L.,Ilex aquifolium,L.,Ilex aquifolium,2.4,1.2,1176,588,2,2,,40,40,,P,Aquifoliaceae,Aquifoliales,E,Fe,Senecio vulgaris (PBI population),"Mowforth MA.1986.  Variation in nuclear DNA amounts in flowering plants:  an ecological analysis. PhD. Thesis, University of Sheffield.  Specific reference for Poa annua in Mowforth MA and Grime JP.  1989.  Intra-Population Variation in Nuclear DNA Amount",Angiosperm,,y,C-ValueDB
30008241-2,706,TRUE,a,Impatiens capensis Meerb.,Impatiens capensis,Meerb.,Impatiens capensis,1.55,0.775,759.5,379.75,2,2,,20,20,,A,Balsaminaceae,Ericales,E,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Day PD, Pellicer J, Kynast RG. 2012.  Orange balsam (Impatiens capensis Meerb., Balsaminaceae): a re-evaluation by chromosome number and genome size. Journal of the Torrey Botanical Society 139: 26-33.",Angiosperm,,y,C-ValueDB
30221088-2,158,TRUE,a,Impatiens glandulifera Royle,Impatiens glandulifera,Royle,Impatiens glandulifera,2.4,1.2,1176,588,2,2,,18,18,,A,Balsaminaceae,Ericales,E,Fe,Senecio vulgaris (PBI population),"Mowforth MA.1986.  Variation in nuclear DNA amounts in flowering plants:  an ecological analysis. PhD. Thesis, University of Sheffield.  Specific reference for Poa annua in Mowforth MA and Grime JP.  1989.  Intra-Population Variation in Nuclear DNA Amount",Angiosperm,,y,C-ValueDB
374266-1,630,TRUE,a,Impatiens parviflora DC.,Impatiens parviflora,DC.,Impatiens parviflora,4.26,2.13,2087.4,1043.7,2,2,,,,n,A,Balsaminaceae,Ericales,E,FC:PI,Zea mays cv. CE-777,"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
374266-1,772,TRUE,a,Impatiens parviflora DC.,Impatiens parviflora,DC.,Impatiens parviflora,3.824489796,1.912244898,1874,937,4,4,,,,n,A,Balsaminaceae,Ericales,E,FC:PI,Pisum Ctirad 8.02,"Veselý P, Bureš P, Šmarda P. 2013.  Nutrient reserves may allow for genome size increase: evidence from comparison of geophytes and their sister non-geophytic relatives. Annals of Botany 112: 1193-1200",Angiosperm,,n,C-ValueDB
843830-1,630,TRUE,a,Imperatoria ostruthium L.,Imperatoria ostruthium,L.,Imperatoria ostruthium,3.9,1.95,1911,955.5,2,2,,,,n,P,Apiaceae,Apiales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
225914-1,630,TRUE,a,Inula helenium L.,Inula helenium,L.,Inula helenium,4.52,2.26,2214.8,1107.4,2,2,,,,n,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
